filename,textdate_from,textdate_to,author,recipient,large_region,year,letter_type,script_type,letter_type2,script_type2,id,bi,ms,fn,wgr,agr,lcinf,class,lclet,wc,st,date,X
325_34_f1700,17090621,17090621,AnneMackenzie,unspecified,North,1709,autograph,non-secretary,informationunavailable,informationunavailable,1248,informationunavailable,informationunavailable,MackenzieAnne7090621,female,unspecified,Ross,unspecified,unspecified,144,acopyintheCSCarchive,1709June21,NA
326_35_f1700,17131216,17131216,AnneMackenzie,unspecified,North,1713,autograph,non-secretary,informationunavailable,informationunavailable,1249,informationunavailable,informationunavailable,MackenzieAnne7131216,female,unspecified,Ross,unspecified,unspecified,144,acopyintheCSCarchive,1713December16,NA
1131_26_m1650,16880630,16880630,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","WilliamCampbell,sheriffclerkofCaithness",South-West,1688,autograph,non-secretary,informationunavailable,informationunavailable,1607,informationunavailable,NRSGD170704,1Breadalbane6880630,male,male,Argyllshire,unspecified,Kilchurn,143,acopyintheCSCarchive,1688June30,NA
467_123_m1540,15460801,15460831,AdamOtterburnofAuldhameandReidhall,"MaryofLorraine,QueenDowager",South-East,1546,autograph,secretary,informationunavailable,informationunavailable,30,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,121",NRSSP22,OtterburnARAdam5460800,male,royal,Lothian,unspecified,unspecified,143,transcribedinsitu,1546August,NA
1196_91_m1650,16990801,16990801,"KennethMackenzie,4thEarlofSeaforth",unspecified,North,1699,autograph,non-secretary,informationunavailable,informationunavailable,1582,informationunavailable,NLS,4Seaforth6990801,male,unspecified,Ross,unspecified,Edinburgh,142,acopyintheCSCarchive,1699August1,NA
197_58_f1650,16821111,16821111,LucyGordon,"RobertGordonofGordonstoun,herhalf-brother",North,1682,autograph,non-secretary,informationunavailable,informationunavailable,1149,informationunavailable,"NLSDep17569,Bundle3",GordonLucy6821111,female,male,Sutherland,unspecified,Altyre,142,acopyintheCSCarchive,1682November11,NA
763_127_m1600,16400707,16400707,"ArchibaldCampbell,1stMarquisofArgyll",JohnOgilvyofInverquharity,South-West,1640,autograph,non-secretary,informationunavailable,informationunavailable,982,informationunavailable,NRSGD205133,1MArgyll6400707,male,male,Argyllshire,unspecified,Airlie,142,acopyintheCSCarchive,1640July7,NA
1132_27_m1650,16880823,16880823,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","AlexanderCampbellofBarcaldine,Lieutenant,hischamberlain",South-West,1688,autograph,non-secretary,informationunavailable,informationunavailable,1608,informationunavailable,NRSGD1706299,1Breadalbane6880823,male,male,Argyllshire,unspecified,Finlarig,141,acopyintheCSCarchive,1688August23,NA
1499_9_r1600,16030219,16030219,KingJamesVI,unspecified,Unspecified,1603,autograph,signature,non-autograph,secretary,1012,informationunavailable,NRSGD22021200,JamesVI6030219,male,unspecified,Unspecified,Court,Edinburgh,141,acopyintheCSCarchive,1603February19,NA
19_1_f1600,16200603,16200603,"MarionBoyd,CountessofAbercorn","AlexanderMontgomery(Seton),6thEarlofEglinton",South-West,1620,autograph,signature,non-autograph,secretary,1031,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,74",NRSGD35157,BoydMarion6200603,female,male,Ayrshire,unspecified,Blakiston,141,transcribedinsitu,1620June3,NA
260_121_f1650,16670520,16670520,"MargaretMontgomery,CountessofLoudoun","AnneMontgomery,CountessofFindlater",South-West,1667,informationunavailable,informationunavailable,informationunavailable,informationunavailable,559,informationunavailable,NRSGD248556334,MontgomeryLMargaret6670520,female,female,Ayrshire,unspecified,Eglinton,141,transcribedinsitu,1667May20,NA
1130_25_m1650,16871011,16871011,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","AlexanderCampbellofBarcaldine,Lieutenant,hischamberlain",South-West,1687,autograph,non-secretary,informationunavailable,informationunavailable,1606,informationunavailable,NRSGD1706296,1Breadalbane6871011,male,male,Argyllshire,unspecified,Balloch,140,acopyintheCSCarchive,1687October11,NA
1163_58_m1650,16680310,16680310,"JamesOgilvy,2ndEarlofAirlie","AnneMontgomery,CountessofFindlater",North-East,1668,autograph,secretary,informationunavailable,informationunavailable,858,informationunavailable,NRSGD24855645,2Airlie6680310,male,female,Angus,unspecified,Netherdale,140,acopyintheCSCarchive,1668March10,NA
1427_61_m1700,17061221,17061221,"JamesDouglas,2ndDukeofQueensberry",unspecified,South-West,1706,autograph,non-secretary,informationunavailable,informationunavailable,1759,informationunavailable,NLSDep313529,2DQueensberry7061221,male,unspecified,South-West,unspecified,Edinburgh,140,acopyintheCSCarchive,1706December21,NA
1509_19_r1540,15430820,15430820,"JamesStewart,1stEarlofMoray,RegentofScotland","MaryofLorraine,QueenDowager",Unspecified,1543,autograph,secretary,informationunavailable,informationunavailable,19,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,22",NRSSP21,RegentMoray5430820,male,royal,Unspecified,Court,Dunfermline,140,transcribedinsitu,1543August20,NA
239_100_f1650,16720804,16720804,"AnnaLindsay,CountessofRothes","AnneMontgomery,CountessofFindlater",Central,1672,autograph,non-secretary,informationunavailable,informationunavailable,744,informationunavailable,NRSGD248556523,LindsayRAnna6720804,female,female,Lanarkshire,unspecified,Leslie,140,acopyintheCSCarchive,1672August4,NA
67_49_f1600,16001209,16001209,MargaretHay,"WilliamDouglas,6thEarlofMorton",Central,1600,autograph,italic,informationunavailable,informationunavailable,689,informationunavailable,NLSMS8275(117),HayMargaret6001209,female,male,Perthshire,unspecified,unspecified,140,acopyintheCSCarchive,1600December9,NA
752_116_m1600,16170720,16170720,"DonaldMackay,1stLordReay","JaneGordon,CountessofSutherland",North,1617,autograph,secretary,informationunavailable,informationunavailable,1482,informationunavailable,"NLSDep17565,Bundle1",1LReay6170720,male,female,Sutherland,unspecified,Leith,140,acopyintheCSCarchive,1617July20,NA
245_106_f1650,16880417,16880417,"MargaretMackenzie(Sutherland),LadyDuffus","JamesSutherland,LordDuffus,herhusband",North,1688,autograph,non-secretary,informationunavailable,informationunavailable,1155,informationunavailable,"NLSDep17570,Bundle3",MackenzieSMargaret6880417,female,male,Sutherland,unspecified,Chanoin,139,acopyintheCSCarchive,1688April17,NA
38_20_f1600,16130101,16131231,"JeanDrummond,CountessofRoxburgh","AnnaLivingston,CountessofEglinton",Central,1613,autograph,italic,informationunavailable,informationunavailable,151,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,35",NRSGD3553,DrummondRJean6130000,female,female,Perthshire,unspecified,unspecified,139,transcribedinsitu,1613,NA
391_47_m1540,15760819,15760819,"ArchibaldDouglas,8thEarlofAngus",JohnOgilvyofInverquharity,South-East,1576,autograph,letter-closingformulaandsignature,non-autograph,secretary,1302,"previouslyeditedbySirWilliamFraserintheDouglasBook,vol.4,220",NRSGD205134,8Angus5760819,male,male,Lothian,unspecified,Edinburgh,139,acopyintheCSCarchive,1576August19,NA
1174_69_m1650,16840901,16840930,"JamesSutherland,2ndLordDuffus","JamesDouglas,10thEarlofMorton",North,1684,autograph,non-secretary,informationunavailable,informationunavailable,1574,informationunavailable,"NLSDep17570,Bundle1",2LDuffus6840900,male,male,Moray,unspecified,unspecified,138,acopyintheCSCarchive,1684September,NA
1378_12_m1700,17151205,17151205,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver","WilliamGordon(Sutherland),17thEarlofSutherland,LordStrathnaver,hisson",North,1715,autograph,non-secretary,informationunavailable,informationunavailable,352,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,62","NLSDep313529,Box1,Bundle3",16Sutherland7151205,male,male,Sutherland,unspecified,Burgie,138,acopyintheCSCarchive,1715December5,NA
1167_62_m1650,16990109,16990109,"JohnCampbellofGlenorchy,2ndEarlofBreadalbane",PatrickCampbellofBarcaldine,South-West,1699,autograph,non-secretary,informationunavailable,informationunavailable,1634,informationunavailable,NRSGD1706302,2Breadalbane6990109,male,male,Argyllshire,unspecified,Taymouth,137,acopyintheCSCarchive,1699January9,NA
127_109_f1600,16001109,16001109,"MarieStewart,CountessofMar","CharlesErskine,herson",South-East,1600,autograph,italic,informationunavailable,informationunavailable,1055,informationunavailable,NLSMS507045-46,StewartMMarie6001109,female,male,Stirlingshire,unspecified,unspecified,137,transcribedinsitu,1600November9,NA
1426_60_m1700,17311020,17311020,"JamesMurray,2ndDukeofAtholl",unspecified,Central,1731,autograph,non-secretary,informationunavailable,informationunavailable,1758,informationunavailable,NRSGD451424331,2DAtholl7311020,male,unspecified,Perthshire,unspecified,Dunkeld,137,acopyintheCSCarchive,1731October20,NA
452_108_m1540,15440429,15440429,W.Meldrum,GeorgeForrester,Unlocalised,1544,autograph,secretary,informationunavailable,informationunavailable,252,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,59",NRSSP21,MeldrumW5440429I,male,male,unlocalised,unspecified,Dieppe,137,transcribedinsitu,1544April29,NA
672_36_m1600,16331203,16331203,"JohnErskine,19th2ndEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1633,autograph,non-secretary,informationunavailable,informationunavailable,768,informationunavailable,NLSMS8050,19Mar6331203,male,male,Stirlingshire,unspecified,Stirling,137,acopyintheCSCarchive,1633December3,NA
1106_1_m1650,16660816,16660816.1,"AlexanderCunningham,10thEarlofGlencairn","JohnHamilton,2ndLordBargany",South-West,1666,autograph,secretary,informationunavailable,informationunavailable.1,1591,informationunavailable.2,NRSGD1093825,10Glencairn6660816,male,male,Ayrshire,unspecified,Finlaster,136,acopyintheCSCarchive,1666August16,
20_2_f1600,16040430,16040430,"AnnasCampbell,MarchionessofHuntly","WilliamMorton,6thEarlofMorton,hergrandfather",South-West,1604,autograph,italic,informationunavailable,informationunavailable,966,informationunavailable,NLSMS31381,CampbellHAnnas6040430,female,male,Argyllshire,unspecified,Coumbe,136,acopyintheCSCarchive,1604April30,NA
247_108_f1650,16880621,16880621,"MargaretMackenzie(Sutherland),LadyDuffus","JamesSutherland,LordDuffus,herhusband",North,1688,autograph,non-secretary,informationunavailable,informationunavailable,1157,informationunavailable,"NLSDep17570,Bundle3",MackenzieSMargaret6880621,female,male,Sutherland,unspecified,Elgin,136,acopyintheCSCarchive,1688June21,NA
426_82_m1540,15480220,15490220,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1548,autograph,secretary,informationunavailable,informationunavailable,11,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,200",NRSSP23,GordonCAlexander5480220II,male,royal,Aberdeenshire,unspecified,Jedburgh,136,transcribedinsitu,15489February20-26,NA
46_28_f1600,16360709,16360709,"JeanDrummond,CountessofSutherland",RobertGordonofGordonstoun,Central,1636,autograph,italic,informationunavailable,informationunavailable,679,informationunavailable,"NLSDep17565,Bundle3",DrummondSJean6360709,female,male,Perthshire,unspecified,Dunrobin,136,acopyintheCSCarchive,1636July9,NA
657_21_m1600,16050125,16050125,"JohnErskine,19th2ndEarlofMar",KingJamesVI,South-East,1605,autograph,non-secretary,informationunavailable,informationunavailable,1400,informationunavailable,"NLSAdvMS33.1.1,vol.1",19Mar6050125,male,royal,Stirlingshire,unspecified,Edinburgh,136,acopyintheCSCarchive,1605January25,NA
745_109_m1600,16411220,16411220,"JohnCampbell,1stEarlofLoudoun","WilliamDouglas,7thEarlofMorton",South-West,1641,autograph,secretary,informationunavailable,informationunavailable,493,informationunavailable,NLSMS8031,1Loudoun6411220,male,male,Ayrshire,unspecified,Loudoun,136,acopyintheCSCarchive,1641December20,NA
180_41_f1650,16850924,16850924,ElizabethGordon,unspecified,North,1685,autograph,non-secretary,informationunavailable,informationunavailable,1131,informationunavailable,"NLSDep17570,Bundle2",GordonElizabeth6850924,female,unspecified,Moray,unspecified,GordonCastle,135,acopyintheCSCarchive,1685September24,NA
28_10_f1600,16460625,16460625,JeanCunningham,JohnSinclairofDunbeath,North,1646,autograph,secretary,informationunavailable,informationunavailable,1066,informationunavailable,NRSGD9667339,CunninghamJean6460625,female,male,Sutherland,unspecified,Latheron,135,acopyintheCSCarchive,1646June25,NA
296_5_f1700,17081108,17081108,JeanCampbell,"AlexanderCampbellofBarcaldine,Lieutenant",Central,1708,autograph,non-secretary,informationunavailable,informationunavailable,1271,informationunavailable,NRSGD1706282,CampbellJean7081108,female,male,Perthshire,unspecified,Ardveich,135,acopyintheCSCarchive,1708November8,NA
639_3_m1600,16040315,16040315,"WilliamDouglas,10thEarlofAngus",JohnOgilvyofInverquharity,South-East,1604,autograph,secretary,informationunavailable,informationunavailable,1412,"previouslyeditedbySirWilliamFraserintheDouglasBook,vol.4,233",NRSGD205134,10Angus6040315,male,male,Lothian,unspecified,Edinburgh,135,acopyintheCSCarchive,1604March15,NA
252_113_f1650,16900101,16901231,"MargaretMackenzie,CountessofWemyss","AnnaWemyss,CountessofLeven,herdaughter",South-East,1690,autograph,non-secretary,informationunavailable,informationunavailable,1178,informationunavailable,NRSGD261340140,MackenzieWMargaret6900000III,female,female,Fife,unspecified,unspecified,134,transcribedinsitu,1690,NA
318_27_f1700,17000101,17001231,AnneMackenzie,unspecified,North,1700,autograph,non-secretary,informationunavailable,informationunavailable,1241,informationunavailable,informationunavailable,MackenzieAnne7000000IV,female,unspecified,Ross,unspecified,unspecified,134,acopyintheCSCarchive,1700,NA
1200_95_m1650,16720620,16720620,"WilliamFleming,5thEarlofWigtown",JamesFlemingofBaldwin,Central,1672,autograph,non-secretary,informationunavailable,informationunavailable,722,informationunavailable,NLSMS2077235,5Wigtown6720620,male,male,Lanarkshire,unspecified,Edinburgh,133,acopyintheCSCarchive,1672June20,NA
182_43_f1650,16860107,16860107,ElizabethGordon,"JohnGordon,advocateinEdinburgh",North,1686,autograph,non-secretary,informationunavailable,informationunavailable,1133,informationunavailable,"NLSDep17570,Bundle2",GordonElizabeth6860107,female,male,Moray,unspecified,GordonCastle,133,acopyintheCSCarchive,1686January7,NA
334_43_f1700,17010506,17010506,E.Ruglen,unspecified,Unlocalised,1701,autograph,non-secretary,informationunavailable,informationunavailable,1257,informationunavailable,NRSGD45142437,RuglenE7010506,female,unspecified,unlocalised,unspecified,Hamilton,133,acopyintheCSCarchive,1701May6,NA
167_28_f1650,16930705,16930705,MarieDouglas,"PatrickHome,later1stearlofMarchmont",South-East,1693,autograph,non-secretary,informationunavailable,informationunavailable,1127,informationunavailable,NRSGD158101513,DouglasMarie6930705,female,male,Borders,unspecified,Kelso,132,acopyintheCSCarchive,1693July5,NA
263_124_f1650,16660527,16660527,"MargaretOgilvy,wifeofJohnLyonofMuiresk","GeorgeOgilvy,2ndLordBanff,herbrother",North-East,1666,autograph,signature,informationunavailable,informationunavailable,1162,informationunavailable,NRSGD18519612,OgilvyLMargaret6660527,female,male,Angus,unspecified,Craigstoun,132,acopyintheCSCarchive,1666May27,NA
64_46_f1600,16190819,16190819,"EleanorHay,CountessofLinlithgow","AnnaLivingston,CountessofEglinton",Central,1619,autograph,theletter-closingformulaandthesignature,non-autograph,secretary,175,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,69",NRSGD35145,HayLEleanor6190819,female,female,Perthshire,unspecified,Callander,132,transcribedinsitu,1619August19,NA
1211_106_m1650,16670816,16670816,"HughMontgomery,7thEarlofEglinton","AnneMontgomery,CountessofFindlater,hisdaughter",South-West,1667,autograph,non-secretary,informationunavailable,informationunavailable,555,informationunavailable,NRSGD248556344,7Eglinton6670816,male,female,Ayrshire,unspecified,Eglinton,131,acopyintheCSCarchive,1667August16,NA
21_3_f1600,16300101,16301231,"KatherineClifton,DuchessofLennox",unspecified,South-East,1630,autograph,italic,informationunavailable,informationunavailable,457,informationunavailable,NLSMS8021,CliftonLKatherine6300000,female,unspecified,Stirlingshire,unspecified,unspecified,131,acopyintheCSCarchive,1630,NA
410_66_m1540,15460912,15460912,JamesCockburnofLangtown,"PatrickHepburn,3rdEarlofBothwell",South-East,1546,autograph,secretary,informationunavailable,informationunavailable,62,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,122",NRSSP22,CockburnLJames5460912,male,male,Borders,unspecified,Langtown,131,transcribedinsitu,1546September12,NA
